namecity,lat,lng,namecountry
Campulung,45.2678,25.0464,Romania
Deva,45.8781,22.9144,Romania
Popesti-Leordeni,44.3800,26.1700,Romania
Roman,46.9300,26.9300,Romania
Voluntari,44.4925,26.1914,Romania
Turda,46.5667,23.7833,Romania
Media,46.1500,24.3500,Romania
Bragadiru,44.3708,25.9750,Romania
Lugoj,45.7056,21.9258,Romania
Medgidia,44.2503,28.2614,Romania
Onesti,46.2586,26.7692,Romania
Sighetu Marmatiei,47.9286,23.8925,Romania
Petrosani,45.4122,23.3733,Romania
Mangalia,43.8172,28.5828,Romania
Tecuci,45.8467,27.4278,Romania
Odorheiu Secuiesc,46.3139,25.3017,Romania
Navodari,44.3211,28.6133,Romania
Ramnicu Sarat,45.3800,27.0600,Romania
Pascani,47.2494,26.7272,Romania
Campina,45.1300,25.7400,Romania
Reghin,46.7758,24.7083,Romania
Dej,47.0872,23.8053,Romania
Pantelimon,44.4500,26.2000,Romania
Mioveni,44.9569,24.9406,Romania
Fagaras,45.8447,24.9742,Romania
Caracal,44.1125,24.3472,Romania
Sacele,45.6200,25.7097,Romania
Fetesti,44.4150,27.8236,Romania
Sighisoara,46.2169,24.7911,Romania
Borsa,47.6553,24.6631,Romania
Curtea de Arges,45.1392,24.6792,Romania
Rosiori de Vede,44.1114,24.9942,Romania
Sebes,45.9600,23.5700,Romania
Husi,46.6742,28.0597,Romania
Falticeni,47.4597,26.3000,Romania
Radauti,47.8425,25.9192,Romania
Turnu Magurele,43.7517,24.8708,Romania
Caransebes,45.4214,22.2219,Romania
Dorohoi,47.9597,26.3997,Romania
Vulcan,45.3811,23.2914,Romania
Lupeni,45.3603,23.2383,Romania
Zarnesti,45.5667,25.3333,Romania
Campia Turzii,46.5486,23.8800,Romania
Aiud,46.3122,23.7292,Romania
Petrila,45.4500,23.4200,Romania
Buftea,44.5700,25.9500,Romania
Otopeni,44.5500,26.0700,Romania
Tarnaveni,46.3297,24.2700,Romania
Cisnadie,45.7128,24.1508,Romania
Moinesti,46.4333,26.4833,Romania
Codlea,45.6969,25.4439,Romania
Gherla,47.0200,23.9000,Romania
Cugir,45.8436,23.3636,Romania
Carei,47.6839,22.4669,Romania
Blaj,46.1753,23.9144,Romania
Scobinti,47.3833,26.9333,Romania
Floresti,46.7475,23.4908,Romania
Comanesti,46.4297,26.4500,Romania
Motru,44.8036,22.9708,Romania
Moreni,44.9803,25.6444,Romania
Targu Neamt,47.2025,26.3586,Romania
Targu Secuiesc,45.9969,26.1406,Romania
Toflea,46.0637,27.3341,Romania
Orastie,45.8500,23.2000,Romania
Bals,44.3500,24.0994,Romania
Gheorgheni,46.7200,25.5900,Romania
Baicoi,45.0453,25.8658,Romania
Dragasani,44.6611,24.2606,Romania
Salonta,46.8000,21.6500,Romania
Bailesti,44.0308,23.3525,Romania
Calafat,43.9858,22.9575,Romania
Filiasi,44.4000,23.5200,Romania
Cernavoda,44.3381,28.0336,Romania
Campulung Moldovenesc,47.5308,25.5514,Romania
Corabia,43.7736,24.5033,Romania
Adjud,46.1000,27.1797,Romania
Breaza,45.1872,25.6622,Romania
Rasnov,45.5933,25.4603,Romania
Bocsa,45.3747,21.7106,Romania
Chitila,44.5083,25.9819,Romania
Marghita,47.3500,22.3333,Romania
Baia-Sprie,47.6592,23.7042,Romania
Urziceni,44.7181,26.6453,Romania
Ludus,46.4778,24.0961,Romania
Vicovu de Sus,47.9258,25.6800,Romania
Viseu de Sus,47.7092,24.4239,Romania
Buhusi,46.7150,26.7042,Romania
Magurele,44.3494,26.0297,Romania
Negresti-Oas,47.8694,23.4242,Romania
Brad,46.1294,22.7900,Romania
Pucioasa,45.0742,25.4342,Romania
Vatra Dornei,47.3461,25.3594,Romania
Mizil,45.0000,26.4406,Romania
Zimnicea,43.6522,25.3681,Romania
Ovidiu,44.2700,28.5600,Romania
Toplita,46.9236,25.3458,Romania
Gura Humorului,47.5539,25.8892,Romania
Gaesti,44.7194,25.3197,Romania
Jimbolia,45.7931,20.7375,Romania
Bolintin Vale,44.4472,25.7572,Romania
Ocna Mures,46.3900,23.8600,Romania
Darmanesti,46.3700,26.4797,Romania
Avrig,45.7081,24.3747,Romania
Jilava,44.3328,26.0781,Romania
Pecica,46.1700,21.0700,Romania
Simeria,45.8500,23.0100,Romania
Valenii de Munte,45.1856,26.0397,Romania
Cumpana,44.1128,28.5558,Romania
Valu lui Traian,44.1650,28.4550,Romania
Santana,46.3500,21.5000,Romania
Moldova Noua,44.7178,21.6639,Romania
Sannicolau Mare,46.0636,20.6125,Romania
Dabuleni,43.8011,24.0919,Romania
Rovinari,44.9125,23.1622,Romania
Comarnic,45.2511,25.6353,Romania
Darabani,48.1864,26.5892,Romania
Scornicesti,44.5700,24.5500,Romania
Targu Lapus,47.4525,23.8631,Romania
Matca,45.8500,27.5333,Romania
Videle,44.2833,25.5333,Romania
Sacueni,47.3525,22.0914,Romania
Targu Ocna,46.2800,26.6200,Romania
Beclean,47.1797,24.1797,Romania
Oravita,45.0403,21.6853,Romania
Marasesti,45.8800,27.2300,Romania
Boldesti-Scaeni,45.0300,26.0300,Romania
Calan,45.7361,23.0086,Romania
Harlau,47.4278,26.9114,Romania
Targu Frumos,47.2097,27.0131,Romania
Dolhasca,47.4303,26.6094,Romania
Beius,46.6500,22.3500,Romania
Draganesti-Olt,44.1697,24.5300,Romania
Sangeorz-Bai,47.3700,24.6800,Romania
Cristuru Secuiesc,46.2917,25.0353,Romania
Poiana Mare,43.9333,23.0833,Romania
Urlati,44.9911,26.2306,Romania
Orsova,44.7253,22.3961,Romania
Jibou,47.2667,23.2500,Romania
Flamanzi,47.5500,26.8667,Romania
Otelu Rosu,45.5186,22.3528,Romania
Strehaia,44.6222,23.1972,Romania
Sinaia,45.3500,25.5514,Romania
Topoloveni,44.8069,25.0839,Romania
Costesti,44.6697,24.8800,Romania
Nasaud,47.2833,24.4067,Romania
Sovata,46.5961,25.0744,Romania
Ianca,45.1350,27.4747,Romania
Lipova,46.0917,21.6917,Romania
Murfatlar,44.1736,28.4083,Romania
Nehoiu,45.3531,26.3050,Romania
Pechea,45.6333,27.8000,Romania
Alesd,47.0572,22.3969,Romania
Covasna,45.8492,26.1853,Romania
Poienile de sub Munte,47.8167,24.4333,Romania
Valea lui Mihai,47.5200,22.1300,Romania
Titu,44.6622,25.5736,Romania
Hateg,45.6075,22.9500,Romania
Podu Iloaiei,47.2167,27.2667,Romania
Liteni,47.5200,26.5319,Romania
Salcea,47.6500,26.3700,Romania
Harsova,44.6833,27.9519,Romania
Odobesti,45.7667,27.0667,Romania
Cajvana,47.7044,25.9694,Romania
Huedin,46.8700,23.0300,Romania
Ineu,46.4258,21.8369,Romania
Babadag,44.8981,28.7419,Romania
Sangeorgiu de Mures,46.5500,24.4667,Romania
Seini,47.7478,23.2853,Romania
Busteni,45.4117,25.5372,Romania
Uricani,45.3364,23.1525,Romania
Sabaoani,47.0167,26.8500,Romania
Bumbesti-Jiu,45.1786,23.3814,Romania
Agnita,45.9731,24.6172,Romania
Iernut,46.4536,24.2333,Romania
Roznov,46.8356,26.5117,Romania
Baraolt,46.0750,25.6000,Romania
Tasnad,47.4772,22.5839,Romania
Bicaz,46.9108,26.0911,Romania
Moisei,47.6561,24.5381,Romania
Liesti,45.6193,27.5416,Romania
Marginea,47.8167,25.8333,Romania
Moscow,55.7558,37.6178,Russia
Saint Petersburg,59.9500,30.3167,Russia
Novosibirsk,55.0333,82.9167,Russia
Yekaterinburg,56.8356,60.6128,Russia
Nizhniy Novgorod,56.3269,44.0075,Russia
Kazan,55.7964,49.1089,Russia
Chelyabinsk,55.1500,61.4000,Russia
Omsk,54.9667,73.3833,Russia
Samara,53.2028,50.1408,Russia
Rostov,47.2333,39.7000,Russia
Ufa,54.7261,55.9475,Russia
Krasnoyarsk,56.0089,92.8719,Russia
Voronezh,51.6717,39.2106,Russia
Perm,58.0139,56.2489,Russia
Volgograd,48.7086,44.5147,Russia
Krasnodar,45.0333,38.9667,Russia
Saratov,51.5333,46.0167,Russia
Tyumen,57.1500,65.5333,Russia
Tolyatti,53.5089,49.4222,Russia
Izhevsk,56.8500,53.2167,Russia
Barnaul,53.3333,83.7500,Russia
Ulyanovsk,54.3167,48.3667,Russia
Irkutsk,52.2833,104.2833,Russia
Khabarovsk,48.4833,135.0667,Russia
Yaroslavl,57.6167,39.8500,Russia
Vladivostok,43.1333,131.9000,Russia
Makhachkala,42.9833,47.4833,Russia
Tomsk,56.4886,84.9522,Russia
Orenburg,51.7667,55.1000,Russia
Kemerovo,55.3667,86.0667,Russia
Novokuznetsk,53.7667,87.1333,Russia
Ryazan,54.6300,39.7425,Russia
Naberezhnyye Chelny,55.7000,52.3333,Russia
Astrakhan,46.3500,48.0350,Russia
Penza,53.2000,45.0000,Russia
Lipetsk,52.6167,39.6000,Russia
Kirov,58.6000,49.6500,Russia
Cheboksary,56.1333,47.2500,Russia
Tula,54.2000,37.6167,Russia
Kaliningrad,54.7003,20.4531,Russia
Balashikha,55.8167,37.9667,Russia
Kursk,51.7167,36.1833,Russia
Stavropol,45.0500,41.9833,Russia
Ulan-Ude,51.8272,107.6064,Russia
Tver,56.8578,35.9219,Russia
Magnitogorsk,53.3833,59.0333,Russia
Sochi,43.5853,39.7203,Russia
Ivanovo,57.0000,41.0000,Russia
Bryansk,53.2500,34.3667,Russia
Surgut,61.2500,73.4333,Russia
Belgorod,50.6000,36.6000,Russia
Vladimir,56.1286,40.4058,Russia
Nizhniy Tagil,57.9167,59.9667,Russia
Arkhangelsk,64.5500,40.5333,Russia
Chita,52.0333,113.5000,Russia
Kaluga,54.5333,36.2667,Russia
Smolensk,54.7828,32.0453,Russia
Volzhskiy,48.8056,44.7417,Russia
Cherepovets,59.1167,37.9000,Russia
Saransk,54.1833,45.1833,Russia
Vologda,59.2167,39.9000,Russia
Orel,52.9686,36.0694,Russia
Yakutsk,62.0272,129.7319,Russia
Kurgan,55.4408,65.3411,Russia
Vladikavkaz,43.0400,44.6775,Russia
Podolsk,55.4311,37.5456,Russia
Murmansk,68.9706,33.0750,Russia
Tambov,52.7167,41.4333,Russia
Groznyy,43.3125,45.6986,Russia
Sterlitamak,53.6333,55.9500,Russia
Petrozavodsk,61.7833,34.3500,Russia
Kostroma,57.7681,40.9269,Russia
Nizhnevartovsk,60.9500,76.6000,Russia
Novorossiysk,44.7167,37.7500,Russia
Yoshkar-Ola,56.6328,47.8958,Russia
Nalchik,43.4833,43.6167,Russia
Engels,51.5017,46.1222,Russia
Khimki,55.8892,37.4450,Russia
Taganrog,47.2167,38.9167,Russia
Komsomol'sk-na-Amure,50.5667,137.0000,Russia
Syktyvkar,61.6667,50.8167,Russia
Nizhnekamsk,55.6333,51.8167,Russia
Shakhty,47.7000,40.2333,Russia
Dzerzhinsk,56.2333,43.4500,Russia
Bratsk,56.1167,101.6000,Russia
Orsk,51.2000,58.5667,Russia
Noginsk,64.4833,91.2333,Russia
Kolpino,59.7333,30.6000,Russia
Angarsk,52.5500,103.9000,Russia
Korolev,55.9167,37.8167,Russia
Blagoveshchensk,50.2578,127.5364,Russia
Velikiy Novgorod,58.5210,31.2758,Russia
Staryy Oskol,51.2981,37.8350,Russia
Mytishchi,55.9167,37.7667,Russia
Lyubertsy,55.6783,37.8944,Russia
Pskov,57.8167,28.3333,Russia
Biysk,52.5333,85.2167,Russia
Prokopyevsk,53.8833,86.7167,Russia
Yuzhno-Sakhalinsk,46.9500,142.7333,Russia
Armavir,45.0000,41.1167,Russia
Balakovo,52.0333,47.7833,Russia
Rybinsk,58.0500,38.8333,Russia
Severodvinsk,64.5667,39.8667,Russia
Abakan,53.7167,91.4667,Russia
Petropavlovsk-Kamchatskiy,53.0167,158.6500,Russia
Norilsk,69.3333,88.2167,Russia
Krasnogorsk,55.8217,37.3386,Russia
Orekhovo-Borisovo Yuzhnoye,55.6031,37.7331,Russia
Syzran,53.1667,48.4667,Russia
Volgodonsk,47.5167,42.1500,Russia
Kamensk-Ural'skiy,56.4000,61.9333,Russia
Ussuriysk,43.8000,131.9667,Russia
Novocherkassk,47.4222,40.0939,Russia
Zlatoust,55.1667,59.6667,Russia
Elektrostal,55.7833,38.4667,Russia
Almetyevsk,54.9000,52.3000,Russia
Salavat,53.3667,55.9333,Russia
Miass,55.0000,60.1000,Russia
Nakhodka,42.8167,132.8833,Russia
Kopeysk,55.1000,61.6167,Russia
Pyatigorsk,44.0500,43.0667,Russia
Rubtsovsk,51.5167,81.2000,Russia
Odintsovo,55.6667,37.2667,Russia
Kolomna,55.0833,38.7833,Russia
Berezniki,59.4167,56.7833,Russia
Khasavyurt,43.2500,46.5833,Russia
Maykop,44.6000,40.0833,Russia
Kovrov,56.3683,41.3108,Russia
Kislovodsk,43.9167,42.7167,Russia
Serpukhov,54.9167,37.4000,Russia
Novocheboksarsk,56.1333,47.5000,Russia
Bataysk,47.1667,39.7333,Russia
Nefteyugansk,61.0833,72.7000,Russia
Domodedovo,55.4400,37.7619,Russia
Kaspiysk,42.8803,47.6383,Russia
Neftekamsk,56.1417,54.4667,Russia
Shchelkovo,55.9167,38.0000,Russia
Novomoskovsk,54.0833,38.2167,Russia
Pervouralsk,56.9167,59.9500,Russia
Cherkessk,44.2222,42.0575,Russia
Derbent,42.0500,48.3000,Russia
Orekhovo-Zuyevo,55.8000,38.9667,Russia
Nazran,43.2167,44.7667,Russia
Nevinnomyssk,44.6333,41.9333,Russia
Dimitrovgrad,54.1833,49.5833,Russia
Reutov,55.7622,37.8567,Russia
Obninsk,55.0931,36.6106,Russia
Kyzyl,51.7167,94.4500,Russia
Ramenskoye,55.5667,38.2167,Russia
Yessentuki,44.0333,42.8500,Russia
Oktyabr'skiy,54.4667,53.4667,Russia
Novyy Urengoy,66.0833,76.6833,Russia
Kamyshin,50.0833,45.4000,Russia
Dolgoprudnyy,55.9333,37.5000,Russia
Zhukovskiy,55.5972,38.1203,Russia
Murom,55.5667,42.0333,Russia
Novoshakhtinsk,47.7667,39.9167,Russia
Seversk,56.6000,84.8500,Russia
Arzamas,55.4000,43.8167,Russia
Artem,43.3667,132.2000,Russia
Noyabrsk,63.2017,75.4517,Russia
Achinsk,56.2817,90.5039,Russia
Khanty-Mansiysk,61.0000,69.0000,Russia
Pushkino,56.0167,37.8333,Russia
Yelets,52.6167,38.4667,Russia
Berdsk,54.7500,83.1000,Russia
Sergiyev Posad,56.3000,38.1333,Russia
Elista,46.3167,44.2667,Russia
Novokuybyshevsk,53.1000,49.9333,Russia
Noginsk,55.8500,38.4333,Russia
Zheleznogorsk,52.3333,35.3667,Russia
Zelenodol'sk,55.8500,48.5167,Russia
Magadan,59.5667,150.8000,Russia
Lobnya,56.0167,37.4833,Russia
Kuznetsk,53.1167,46.6000,Russia
Ivanteyevka,55.9833,37.9333,Russia
Birobidzhan,48.8000,132.9333,Russia
Georgiyevsk,44.1500,43.4667,Russia
Buynaksk,42.8167,47.1167,Russia
Fryazino,55.9500,38.0500,Russia
Gorno-Altaysk,51.9600,85.9600,Russia
Lytkarino,55.5833,37.9000,Russia
Klimovsk,55.3667,37.5333,Russia
Dzerzhinskiy,55.6333,37.8500,Russia
Moskovskiy,55.6000,37.3500,Russia
Salekhard,66.5333,66.6333,Russia
Kotelniki,55.6617,37.8672,Russia
Krasnoznamensk,55.6008,37.0358,Russia
Kanash,55.5069,47.4914,Russia
Morshansk,53.4500,41.8167,Russia
Dagestanskiye Ogni,42.1167,48.1833,Russia
Kokhma,56.9311,41.0889,Russia
Shumerlya,55.5333,46.3833,Russia
Desnogorsk,54.1500,33.2833,Russia
Udomlya,57.8833,35.0000,Russia
Losino-Petrovskiy,55.8744,38.2017,Russia
Kraskovo,55.6586,37.9869,Russia
Nar'yan-Mar,67.6333,53.0500,Russia
Kudrovo,59.9000,30.5167,Russia
Udelnaya,55.6333,38.0333,Russia
Anadyr,64.7333,177.5167,Russia
Magas,43.1667,44.8000,Russia
Tobolsk,58.1953,68.2581,Russia
Sarapul,56.4667,53.8000,Russia
Votkinsk,57.0500,54.0000,Russia
Serov,59.6000,60.5667,Russia
Ukhta,63.5667,53.7000,Russia
Leninsk-Kuznetskiy,54.6575,86.1617,Russia
Mezhdurechensk,53.6864,88.0703,Russia
Sarov,54.9333,43.3167,Russia
Solikamsk,59.6433,56.7500,Russia
Gatchina,59.5684,30.1229,Russia
Michurinsk,52.8833,40.4833,Russia
Glazov,58.1333,52.6667,Russia
Voskresensk,55.3167,38.7000,Russia
Mikhaylovsk,45.1333,42.0333,Russia
Velikiye Luki,56.3333,30.5333,Russia
Kansk,56.2000,95.7167,Russia
Kiselevsk,54.0000,86.6500,Russia
Kamensk-Shakhtinskiy,48.3206,40.2611,Russia
Buzuluk,52.7833,52.2500,Russia
Gubkin,51.2833,37.5667,Russia
Novotroitsk,51.2039,58.3114,Russia
Bugulma,54.5364,52.7975,Russia
Shchekino,54.0000,37.5167,Russia
Yeysk,46.7111,38.2733,Russia
Kineshma,57.4333,42.1333,Russia
Dmitrov,56.3500,37.5333,Russia
Zheleznogorsk,56.2500,93.5333,Russia
Yurga,55.7231,84.8861,Russia
Chaykovskiy,56.7667,54.1500,Russia
Ust'-Ilimsk,58.0000,102.6667,Russia
Azov,47.1000,39.4167,Russia
Anapa,44.8667,37.3667,Russia
Novouralsk,57.2500,60.0833,Russia
Klin,56.3333,36.7333,Russia
Ozersk,55.7500,60.7167,Russia
Vyborg,60.7106,28.7497,Russia
Usol'ye-Sibirskoye,52.7500,103.6333,Russia
Kropotkin,45.4333,40.5667,Russia
Bor,56.3500,44.0833,Russia
Vorkuta,67.5000,64.0333,Russia
Gelendzhik,44.5750,38.0725,Russia
Chernogorsk,53.8167,91.3000,Russia
Balashov,51.5469,43.1733,Russia
Anzhero-Sudzhensk,56.0833,86.0333,Russia
Shadrinsk,56.1333,63.6500,Russia
Dubna,56.7333,37.1667,Russia
Novoaltaysk,53.3833,83.9333,Russia
Mineral'nyye Vody,44.2167,43.1333,Russia
Yelabuga,55.7667,52.0833,Russia
Yegoryevsk,55.3833,39.0500,Russia
Troitsk,54.0833,61.5667,Russia
Kirovo-Chepetsk,58.5500,50.0000,Russia
Chapayevsk,52.9833,49.7167,Russia
Vsevolozhsk,60.0333,30.6667,Russia
Belovo,54.4167,86.3000,Russia
Verkhnyaya Pyshma,56.9761,60.5944,Russia
Chekhov,55.1500,37.4500,Russia
Minusinsk,53.7000,91.6833,Russia
Tuymazy,54.6000,53.7000,Russia
Kstovo,56.1667,44.1667,Russia
Vidnoye,55.5500,37.7167,Russia
Belogorsk,50.9167,128.4667,Russia
Ishim,56.1167,69.5000,Russia
Gukovo,48.0500,39.9167,Russia
Slavyansk-na-Kubani,45.2500,38.1167,Russia
Kungur,57.4333,56.9333,Russia
Stupino,54.8833,38.1000,Russia
Zarechnyy,53.2000,45.1667,Russia
Beloretsk,53.9667,58.4000,Russia
Ishimbay,53.4500,56.0333,Russia
Donskoy,53.9658,38.3247,Russia
Asbest,57.0000,61.4667,Russia
Klintsy,52.7500,32.2333,Russia
Budennovsk,44.7833,44.1667,Russia
Volsk,52.0500,47.3833,Russia
Novaya Balakhna,56.4899,43.6011,Russia
Pavlovskiy Posad,55.7667,38.6667,Russia
Rossosh,50.2000,39.5500,Russia
Revda,56.8053,59.9283,Russia
Borisoglebsk,51.3667,42.0833,Russia
Kotlas,61.2500,46.6333,Russia
Zelenogorsk,56.1000,94.5833,Russia
Leninogorsk,54.6000,52.5000,Russia
Tuapse,44.1044,39.0772,Russia
Chistopol,55.3647,50.6261,Russia
Naro-Fominsk,55.3833,36.7667,Russia
Polevskoy,56.4500,60.1833,Russia
Lysva,58.1003,57.8042,Russia
Sibay,52.7000,58.6500,Russia
Kumertau,52.7667,55.7833,Russia
Rzhev,56.2500,34.3167,Russia
Sayanogorsk,53.0500,91.4500,Russia
Belebey,54.1000,54.1333,Russia
Labinsk,44.6333,40.7333,Russia
Urus-Martan,43.1333,45.5500,Russia
Shuya,56.8500,41.3667,Russia
Lesosibirsk,58.2358,92.4828,Russia
Prokhladnyy,43.7500,44.0333,Russia
Aleksandrov,56.3936,38.7150,Russia
Mikhaylovka,50.0667,43.2500,Russia
Izberbash,42.5633,47.8636,Russia
Iskitim,54.6400,83.3061,Russia
Nyagan,62.1333,65.3833,Russia
Tikhvin,59.6500,33.5333,Russia
Meleuz,52.9500,55.9333,Russia
Aleksin,54.5167,37.1000,Russia
Berezovskiy,56.9000,60.8167,Russia
Tikhoretsk,45.8667,40.1333,Russia
Pavlovo,55.9667,43.0667,Russia
Krasnotur'insk,59.7733,60.1853,Russia
Salsk,46.4833,41.5333,Russia
Krymsk,44.9233,37.9806,Russia
Neryungri,56.6833,124.6667,Russia
Shali,43.1500,45.9000,Russia
Volzhsk,55.8703,48.3561,Russia
Gus'-Khrustal'nyy,55.6167,40.6833,Russia
Apatity,67.5667,33.4000,Russia
Zhigulevsk,53.3997,49.4953,Russia
Liski,50.9667,39.5167,Russia
Svobodnyy,51.4000,128.1000,Russia
Krasnokamsk,58.0833,55.6833,Russia
Gudermes,43.3500,46.1000,Russia
Vyksa,55.3167,42.1667,Russia
Arsenyev,44.1667,133.2500,Russia
Krasnokamensk,50.1000,118.0333,Russia
Sertolovo,60.1500,30.2167,Russia
Vyazma,55.2107,34.2912,Russia
Belorechensk,44.7686,39.8733,Russia
Timashevsk,45.6167,38.9333,Russia
Solnechnogorsk,56.1833,36.9833,Russia
Uzlovaya,53.9833,38.1667,Russia
Severomorsk,69.0692,33.4167,Russia
Cheremkhovo,53.1500,103.0833,Russia
Snezhinsk,56.0833,60.7333,Russia
Nazarovo,56.0000,90.3833,Russia
Mozhga,56.4500,52.2167,Russia
Kirishi,59.4500,32.0167,Russia
Kizlyar,43.8500,46.7167,Russia
Novovyatsk,58.5083,49.6994,Russia
Borovichi,58.4000,33.9167,Russia
Roslavl,53.9500,32.8833,Russia
Buguruslan,53.6583,52.4358,Russia
Lesnoy,58.6333,59.7833,Russia
Kurganinsk,44.8667,40.6167,Russia
Donetsk,48.3333,39.9333,Russia
Kashira,54.8333,38.1667,Russia
Shelekhov,52.2167,104.1167,Russia
Otradnyy,53.3667,51.3500,Russia
Vyshniy Volochek,57.5833,34.5667,Russia
Livny,52.4239,37.5997,Russia
Kingisepp,59.3667,28.6167,Russia
Zarinsk,53.7089,84.9672,Russia
Berezovskiy,55.6167,86.2500,Russia
Gryazi,52.5000,39.9667,Russia
Torzhok,57.0333,34.9667,Russia
Megion,61.0500,76.1000,Russia
Kamen'-na-Obi,53.7833,81.3333,Russia
Ruzayevka,54.0667,44.9333,Russia
Aksay,47.2500,39.8667,Russia
Kimry,56.8667,37.3500,Russia
Parma,65.9230,57.4030,Russia
Rasskazovo,52.6667,41.8833,Russia
Nadym,65.5333,72.5167,Russia
Volkhov,59.9167,32.3000,Russia
Kuybyshev,55.4500,78.3000,Russia
Yartsevo,55.0667,32.7000,Russia
Chusovoy,58.3167,57.8167,Russia
Birsk,55.4167,55.5333,Russia
Raduzhnyy,62.1333,77.4667,Russia
Osinniki,53.6167,87.3333,Russia
Shebekino,50.4167,36.9000,Russia
Gay,51.4167,58.4833,Russia
Mozdok,43.7333,44.7000,Russia
Safonovo,55.1167,33.2500,Russia
Monchegorsk,67.9333,32.9167,Russia
Korenovsk,45.4686,39.4519,Russia
Kolchugino,56.3167,39.3667,Russia
Spassk-Dal'niy,44.6000,132.8167,Russia
Tulun,54.5667,100.5667,Russia
Satka,55.0500,59.0333,Russia
Myski,53.7000,87.8167,Russia
Strezhevoy,60.7333,77.5833,Russia
Ust'-Kut,56.7833,105.6333,Russia
Karabulak,43.3167,44.9167,Russia
Verkhnyaya Salda,58.0456,60.5533,Russia
Sovetsk,55.0808,21.8864,Russia
Temryuk,45.2667,37.3667,Russia
Pyt'-Yakh,60.7500,72.7833,Russia
Novozybkov,52.5333,31.9333,Russia
Chebarkul,54.9833,60.3667,Russia
Pugachev,52.0167,48.8000,Russia
Pereslavl'-Zalesskiy,56.7381,38.8562,Russia
Yalutorovsk,56.6500,66.2833,Russia
Pechora,65.1667,57.2500,Russia
Uray,60.1333,64.8000,Russia
Zainsk,55.3000,52.0167,Russia
Belaya Kalitva,48.1833,40.7667,Russia
Mtsensk,53.2833,36.5667,Russia
Tutayev,57.8833,39.5500,Russia
Amursk,50.2167,136.9000,Russia
Baksan,43.6825,43.5339,Russia
Apsheronsk,44.4667,39.7333,Russia
Novodvinsk,64.4167,40.8333,Russia
Sayansk,54.1167,102.1667,Russia
Abinsk,44.8667,38.1500,Russia
Yelizovo,53.1833,158.3833,Russia
Kachkanar,58.7000,59.4833,Russia
Kurchatov,51.6667,35.6500,Russia
Rtishchevo,52.2667,43.7667,Russia
Mariinsk,56.2000,87.7833,Russia
Krasnoufimsk,56.6167,57.7722,Russia
Uryupinsk,50.8000,42.0167,Russia
Konakovo,56.7000,36.7500,Russia
Usinsk,66.0000,57.5333,Russia
Sharypovo,55.5333,89.2000,Russia
Alekseyevka,50.6333,38.7000,Russia
Bol'shoy Kamen',43.1167,132.3500,Russia
Krasnyy Sulin,47.8833,40.1000,Russia
Lyudinovo,53.8667,34.4333,Russia
Zavolzhye,56.6500,43.4000,Russia
Izobil'nyy,45.3667,41.7167,Russia
Yuzhnouralsk,54.4500,61.2500,Russia
Argun,43.2944,45.8839,Russia
Akhtubinsk,48.2833,46.1667,Russia
Uchaly,54.3167,59.3833,Russia
Frolovo,49.7667,43.6667,Russia
Alapayevsk,57.8500,61.7000,Russia
Tosno,59.5500,30.9000,Russia
Dalnegorsk,44.5500,135.5833,Russia
Goryachiy Klyuch,44.6333,39.1333,Russia
Malgobek,43.5000,44.7500,Russia
Yugorsk,61.3167,63.3333,Russia
Kizilyurt,43.2167,46.8667,Russia
Koryazhma,61.3167,47.1333,Russia
Irbit,57.6667,63.0667,Russia
Protvino,54.8833,37.2167,Russia
Rezh,57.3667,61.3667,Russia
Beslan,43.1833,44.5500,Russia
Kyshtym,55.7000,60.5500,Russia
Lesozavodsk,45.4667,133.4000,Russia
Partizansk,43.1167,133.1167,Russia
Sokol,59.4667,40.1167,Russia
Kinel,53.2222,50.6333,Russia
Boyarka,70.7670,97.5000,Russia
Kamenka,53.1833,44.0500,Russia
Chernyakhovsk,54.6347,21.8119,Russia
Vyazniki,56.2500,42.1667,Russia
Svetlograd,45.3500,42.8500,Russia
Alatyr,54.8500,46.5833,Russia
Vichuga,57.2000,41.9167,Russia
Millerovo,48.9167,40.3833,Russia
Luga,58.7333,29.8167,Russia
Mirnyy,62.5500,113.9667,Russia
Yefremov,53.1500,38.1167,Russia
Blagoveshchensk,55.0350,55.9781,Russia
Korkino,54.9000,61.4167,Russia
Aznakayevo,54.8500,53.1000,Russia
Zelenokumsk,44.4167,43.9167,Russia
Gulkevichi,45.3594,40.7072,Russia
Bogorodsk,56.1167,43.5000,Russia
Valuyki,50.2167,38.1000,Russia
Baltiysk,54.6500,19.9167,Russia
Furmanov,57.2500,41.1333,Russia
Nizhneudinsk,54.9333,99.0000,Russia
Sukhoy Log,56.9167,62.0500,Russia
Vyatskiye Polyany,56.2239,51.0633,Russia
Korsakov,46.6333,142.7667,Russia
Slobodskoy,58.7208,50.1850,Russia
Tayshet,55.9500,98.0167,Russia
Tavda,58.0500,65.2667,Russia
Tynda,55.1667,124.7167,Russia
Shatura,55.5667,39.5500,Russia
Teykovo,56.8547,40.5411,Russia
Chernushka,56.5167,56.1000,Russia
Trekhgornyy,54.8000,58.4500,Russia
Nurlat,54.4333,50.8000,Russia
Istra,55.9167,36.8667,Russia
Dobryanka,58.4667,56.4167,Russia
Ostrogozhsk,50.8667,39.0667,Russia
Kulebaki,55.4167,42.5333,Russia
Slantsy,59.1167,28.0667,Russia
